-0.0431,0.0480,0.9253,-0.0008,-0.0395,0.2502,0.1275,-0.3061,0.0060,0.9994,0.0052,-0.0349,-0.0074,0.9980,-0.0631,0.0345,0.0633,0.9974,0.0154,0.0188,0.4176,-0.0276,0.0668,1.3429,-0.1321,-0.0988,-1.3242
-0.0426,0.0481,0.9315,0.0090,-0.0230,0.2804,0.1771,-0.2494,0.0057,0.9995,0.0054,-0.0318,-0.0072,0.9983,-0.0575,0.0314,0.0577,0.9978,0.0123,0.0167,0.3731,-0.0303,0.0648,1.3047,-0.1321,-0.0988,-1.5204
-0.0420,0.0484,0.9379,0.0173,-0.0082,0.3008,0.2294,-0.1966,0.0042,0.9996,0.0054,-0.0293,-0.0069,0.9987,-0.0513,0.0289,0.0515,0.9983,0.0091,0.0144,0.3246,-0.0329,0.0628,1.2625,-0.1321,-0.0988,-1.7166
-0.0412,0.0489,0.9443,0.0245,0.0051,0.3125,0.2806,-0.1544,-0.0001,0.9996,0.0052,-0.0271,-0.0064,0.9990,-0.0448,0.0269,0.0450,0.9986,0.0057,0.0119,0.2721,-0.0355,0.0609,1.2164,-0.1321,-0.0988,-1.9128
-0.0404,0.0497,0.9506,0.0307,0.0169,0.3184,0.3112,-0.1251,-0.0079,0.9996,0.0046,-0.0268,-0.0056,0.9993,-0.0378,0.0266,0.0379,0.9989,0.0022,0.0092,0.2157,-0.0382,0.0589,1.1664,-0.1321,-0.0988,-2.1090
-0.0395,0.0505,0.9569,0.0363,0.0270,0.3195,0.3279,-0.1040,-0.0196,0.9996,0.0037,-0.0283,-0.0045,0.9995,-0.0302,0.0282,0.0303,0.9991,-0.0013,0.0064,0.1555,-0.0408,0.0569,1.1124,-0.1321,-0.0988,-2.3052
-0.0385,0.0515,0.9630,0.0413,0.0357,0.3167,0.3515,-0.0145,-0.0386,0.9996,0.0026,-0.0290,-0.0032,0.9998,-0.0203,0.0289,0.0204,0.9994,-0.0050,0.0034,0.0915,-0.0435,0.0549,1.0545,-0.1321,-0.0988,-2.5014
-0.0374,0.0525,0.9662,0.0462,0.0428,0.3118,0.3801,0.0773,-0.0582,0.9997,0.0018,-0.0232,-0.0020,1.0000,-0.0067,0.0232,0.0067,0.9997,-0.0068,0.0018,0.0920,-0.0442,0.0543,1.0582,-0.1321,-0.0988,-2.6976
-0.0363,0.0534,0.9666,0.0515,0.0485,0.3065,0.4935,0.0337,-0.0659,0.9998,0.0013,-0.0195,-0.0011,1.0000,0.0094,0.0195,-0.0094,0.9998,-0.0070,0.0014,0.1494,-0.0433,0.0548,1.1160,-0.1321,-0.0988,-2.8938
-0.0352,0.0544,0.9663,0.0494,0.0469,0.0346,0.6483,-0.4463,-0.0536,0.9998,0.0013,-0.0210,-0.0008,0.9997,0.0233,0.0210,-0.0233,0.9995,-0.0071,0.0010,0.2037,-0.0424,0.0554,1.1700,0.0468,0.0275,3.0906
-0.0340,0.0552,0.9650,0.0532,0.0480,0.0205,0.8048,-0.1872,-0.0433,0.9997,0.0012,-0.0230,-0.0005,0.9995,0.0316,0.0230,-0.0316,0.9992,-0.0074,0.0007,0.2551,-0.0414,0.0559,1.2201,0.0468,0.0275,2.8944
-0.0328,0.0560,0.9624,0.0560,0.0463,-0.0151,0.6975,0.0755,-0.0166,0.9997,0.0010,-0.0240,-0.0001,0.9993,0.0361,0.0241,-0.0361,0.9991,-0.0077,0.0005,0.3038,-0.0405,0.0565,1.2662,0.0468,0.0275,2.6982
